cod_ibge;ano;nascidosvivos;popfem_15a49anos;populacao
3524402;2001;3414;56120;193323
3524501;2001;59;1164;4262
3524600;2001;301;4371;17061
3524709;2001;542;8944;30972
3524808;2001;575;13125;46287
3524907;2001;65;1046;4129
3525003;2001;2030;27981;93467
3525102;2001;493;8421;31371
3525201;2001;292;4715;17661
3525300;2001;1722;32027;113939
3525409;2001;45;813;3275
3525508;2001;151;2794;10536
3525607;2001;46;1025;3866
3525706;2001;432;7977;29138
3525805;2001;98;1061;4210
3525854;2001;29;558;2245
3525904;2001;5014;94436;327992
3526001;2001;198;4224;17187
3526100;2001;445;5114;20464
3526209;2001;600;7031;26759
3526308;2001;67;1192;4954
3526407;2001;337;5971;22433
3526506;2001;59;1378;5511
3526605;2001;101;1628;6063
3526704;2001;1319;22230;81836
3526803;2001;921;15524;55727
3526902;2001;3827;72235;251686
3527009;2001;61;1467;5453
3527108;2001;943;18649;66583
3527207;2001;1322;21823;78452
3527256;2001;25;519;2014
3527306;2001;399;7248;25049
3527405;2001;257;4681;18508
3527504;2001;43;555;2165
3527603;2001;132;2049;7550
3527702;2001;51;1113;4346
3527801;2001;63;1084;4245
3527900;2001;31;757;2873
3528007;2001;281;4284;15820
3528106;2001;63;1943;7411
3528205;2001;32;1027;3762
3528304;2001;33;889;3406
3528403;2001;770;11383;40277
3528502;2001;1157;17441;62083
3528601;2001;103;2169;8331
3528700;2001;60;991;3824
3528809;2001;193;3531;13032
3528858;2001;26;616;2275
3528908;2001;43;930;3862
3529005;2001;2892;56787;199268
3529104;2001;34;583;2194
3529203;2001;326;5819;22541
3529302;2001;1046;20622;72313
3529401;2001;7017;109881;369102
3529500;2001;35;982;3844
3529609;2001;47;1075;4017
3529658;2001;28;495;1939
3529708;2001;333;5285;19182
3529807;2001;172;3059;11483
3529906;2001;518;5514;22244
3530003;2001;32;704;2626
3530102;2001;308;6513;26102
3530201;2001;216;4144;16294
3530300;2001;611;13691;48815
3530409;2001;41;985;3783
3530508;2001;1064;17833;65773
3530607;2001;6317;95675;335957
3530706;2001;1929;35400;125550
3530805;2001;1093;22879;81848
3530904;2001;57;785;3121
3531001;2001;24;547;2072
3531100;2001;706;9134;36151
3531209;2001;70;1675;6394
3531308;2001;585;12085;43967
3531407;2001;210;5122;18738
3531506;2001;314;5257;19565
3531605;2001;44;1034;4091
3531704;2001;51;942;3670
3531803;2001;769;10743;38422
3531902;2001;474;6932;25749
3532009;2001;207;2822;10099
3532058;2001;55;1061;3905
3532108;2001;53;1021;3999
3532157;2001;41;611;2320
3532207;2001;77;1003;3798
3532306;2001;90;1605;6944
3532405;2001;251;3647;14637
3532504;2001;86;2376;8908
3532603;2001;114;2818;10274
3532702;2001;45;883;3358
3532801;2001;53;1299;4879
3532827;2001;179;1820;7419
3532843;2001;26;598;2461
3532868;2001;9;260;1004
3532900;2001;100;2057;7464
3533007;2001;249;4600;17241
3533106;2001;27;527;2106
3533205;2001;28;574;2160
3533254;2001;32;822;3338
3533304;2001;40;759;2820
3533403;2001;700;12492;43007
3533502;2001;488;8855;32891
3533601;2001;76;1690;6361
3533700;2001;96;1047;4192
3533809;2001;49;713;2964
3533908;2001;649;12551;46401
3534005;2001;54;958;3463
3534104;2001;91;1569;5919
3534203;2001;64;1155;4293
3534302;2001;600;10218;36370
3534401;2001;12053;197108;654745
3534500;2001;15;671;2549
3534609;2001;390;8056;29849
3534708;2001;1443;26622;94744
3534757;2001;102;1764;6498
3534807;2001;107;1887;7220
3534906;2001;150;3018;12613
3535002;2001;90;2424;9280
3535101;2001;159;2354;8675
3535200;2001;131;2651;10277
3535309;2001;257;5478;20751
3535408;2001;255;3601;13756
3535507;2001;672;10845;39942
3535606;2001;262;4436;17065
3535705;2001;53;1428;5479
3535804;2001;296;4115;15755
3535903;2001;42;947;3661
3536000;2001;116;2827;11104
3536109;2001;87;1263;4810
3536208;2001;318;4648;17700
3536257;2001;19;513;1947
3536307;2001;191;3055;11550
3536406;2001;82;1398;5413
3536505;2001;1013;16223;54150
3536570;2001;29;419;1780
3536604;2001;132;2280;8510
3536703;2001;559;9886;37086
3536802;2001;75;1361;5637
3536901;2001;33;711;2726
3537008;2001;281;3978;15086
3537107;2001;535;10112;35832
3537156;2001;41;787;2887
3537206;2001;168;2245;9291
3537305;2001;765;15162;55054
3537404;2001;370;6800;25087
3537503;2001;86;1601;6331
3537602;2001;1228;13490;52224
3537701;2001;67;1206;4695
3537800;2001;890;12848;50477
3537909;2001;505;6263;24205
3538006;2001;2323;36431;128230
3538105;2001;136;3472;13284
3538204;2001;140;2829;11186
3538303;2001;47;939;3476
3538501;2001;186;4153;15096
3538600;2001;376;6302;23526
3538709;2001;5248;94609;332652
3538808;2001;472;7520;28023
3538907;2001;289;5062;20373
3539004;2001;98;2641;10106
3539103;2001;244;3474;12710
3539202;2001;367;6245;22435
3539301;2001;930;18016;65406
3539400;2001;148;2888;10742
3539509;2001;636;8291;31621
3539608;2001;68;1004;3749
3539707;2001;43;737;2900
3539806;2001;1766;28045;96716
3539905;2001;45;1217;4830
3540002;2001;271;5185;18402
3540101;2001;32;947;3670
3540200;2001;659;8462;30642
3540259;2001;60;923;3594
3540309;2001;32;657;2545
3540408;2001;60;1139;4442
3540507;2001;93;1663;6822
3540606;2001;745;12485;45861
3540705;2001;725;13324;47769
3540754;2001;262;3920;14144
3540804;2001;165;3685;13803
3540853;2001;23;368;1574
3540903;2001;197;3768;13301
3541000;2001;3687;55896;199716
3541059;2001;99;1044;4018
3541109;2001;52;1114;4298
3541208;2001;173;3672;14574
3541307;2001;671;10990;39512
3541406;2001;2914;55524;191176
3541505;2001;540;10384;37497
3541604;2001;517;8407;31557
3541653;2001;43;705;2702
3541703;2001;141;3180;11754
3541802;2001;41;598;2245
3541901;2001;156;2481;9338
3542008;2001;68;1451;5495
3542107;2001;130;2265;8399
3542206;2001;443;7794;28829
3542305;2001;56;937;4032
3542404;2001;234;4742;17157
3542503;2001;72;1267;5005
3542602;2001;1087;14484;53931
3542701;2001;108;1503;5661
3542800;2001;59;757;3496
3542909;2001;191;2986;11346
3543006;2001;524;4972;21053
3543105;2001;65;986;3916
3543204;2001;44;1147;4482
3543238;2001;36;560;2221
3543253;2001;123;1854;7403
3543303;2001;1835;31346;105406
3543402;2001;7755;150317;514481
3543501;2001;115;1757;7122
3543600;2001;42;920;3328
3543709;2001;165;2728;10357
3543808;2001;107;2623;10221
3543907;2001;2349;47578;169908
3544004;2001;385;6674;24031
3544103;2001;679;10909;37750
3544202;2001;97;2004;8735
3544251;2001;394;6777;23861
3544301;2001;129;2427;8660
3544400;2001;18;622;2373
3544509;2001;33;703;2642
3544608;2001;55;1297;4960
3544707;2001;32;616;2437
3544806;2001;70;1236;4648
3544905;2001;126;2605;9427
3545001;2001;291;3735;14501
3545100;2001;65;1103;4448
3545159;2001;62;1674;5904
3545209;2001;1480;26745;94343
3545308;2001;655;9689;35590
3545407;2001;138;2191;8476
3545506;2001;59;854;3150
3545605;2001;211;3620;13561
3545704;2001;68;1445;5622
3545803;2001;2289;50040;170990
3546009;2001;203;3583;13071
3546108;2001;29;544;2132
3546207;2001;33;929;3576
3546256;2001;28;446;1816
3546306;2001;425;7032;25951
3546405;2001;704;11083;41261
3546504;2001;81;1458;5727
3546603;2001;365;7491;26800
3546702;2001;284;4531;16404
3546801;2001;912;12253;44510
3546900;2001;129;2075;7879
3547007;2001;80;1182;4744
3547106;2001;42;709;2812
3547205;2001;15;457;1878
3547304;2001;1334;22845;77702
3547403;2001;20;674;2696
3547502;2001;344;6979;26206
3547601;2001;312;5782;21680
3547650;2001;10;335;1387
3547700;2001;284;5564;20771
3547809;2001;9799;191196;652940
3547908;2001;97;1476;5825
3548005;2001;295;5062;18357
3548054;2001;82;1867;7009
3548104;2001;83;1555;6139
3548203;2001;107;1615;6349
3548302;2001;39;628;2552
3548401;2001;65;1001;3861
3548500;2001;5556;119461;418587
3548609;2001;142;2701;10372
3548708;2001;11842;216198;709057
3548807;2001;1644;40618;141166
3548906;2001;2859;55698;195643
3549003;2001;35;732;2863
3549102;2001;1077;21977;78025
3549201;2001;43;694;2665
3549250;2001;23;440;1686
3549300;2001;20;541;2180
3549409;2001;618;11793;42043
3549508;2001;146;2051;8104
3549607;2001;51;1013;4126
3549706;2001;760;13686;50349
3549805;2001;4938;107242;363056
3549904;2001;9560;162281;548091
3549953;2001;211;3374;12369
3550001;2001;155;2613;10460
3550100;2001;643;10007;36823
3550209;2001;580;8001;30902
3550308;2001;190721;3157608;10525367
3550407;2001;455;7584;28285
3550506;2001;107;1736;6928
3550605;2001;1173;18827;67963
3550704;2001;1302;16988;59409
3550803;2001;183;3312;12448
3550902;2001;204;3584;13740
3551009;2001;5186;88656;306387
3551108;2001;137;1973;7939
3551207;2001;54;910;3723
3551306;2001;20;690;2594
3551405;2001;156;1950;7833
3551504;2001;615;9326;33150
3551603;2001;348;6477;24116
3551702;2001;1528;27454;96136
3551801;2001;290;3324;13662
3551900;2001;213;3691;13790
3552007;2001;75;1360;5419
3552106;2001;467;8746;33141
3552205;2001;8310;144470;502343
3552304;2001;98;2007;7368
3552403;2001;3220;58844;200591
3552502;2001;4560;66441;231777
3552551;2001;35;735;2845
3552601;2001;121;2796;10590
3552700;2001;248;3507;13172
3552809;2001;4879;62531;202242
3552908;2001;93;1401;5292
3553005;2001;136;2156;7791
3553104;2001;73;1429;5639
3553203;2001;73;1404;5513
3553302;2001;337;5855;22314
3553401;2001;258;6228;22775
3553500;2001;169;2100;8527
3553609;2001;195;3499;12961
3553658;2001;38;709;2721
3553708;2001;772;14023;52280
3553807;2001;361;5939;22015
3553856;2001;105;1161;4536
3553906;2001;115;1573;5867
3553955;2001;169;3064;10960
3554003;2001;1699;25696;94748
3554102;2001;4033;71169;247562
3554201;2001;104;1298;5299
3554300;2001;395;5513;20209
3554409;2001;93;2008;7808
3554508;2001;495;8832;32208
3554607;2001;24;665;2718
3554656;2001;28;522;2149
3554706;2001;107;2235;8899
3554755;2001;23;351;1401
3554805;2001;513;9594;35438
3554904;2001;57;1347;5193
3554953;2001;52;1265;5044
3555000;2001;842;17453;63454
3555109;2001;142;3513;13423
3555208;2001;17;480;1901
3555307;2001;26;591;2338
3555356;2001;94;1111;4339
3555406;2001;1361;18756;68036
3555505;2001;61;1022;4182
3555604;2001;92;2337;9074
3555703;2001;23;339;1379
3555802;2001;107;2347;8827
3555901;2001;13;367;1395
3556008;2001;147;3129;11941
3556107;2001;127;2426;8822
3556206;2001;1147;24925;85223
3556305;2001;264;4815;18960
3556354;2001;87;1829;7148
3556404;2001;599;9988;36601
3556453;2001;693;9699;33510
3556503;2001;1637;27631;94100
3556602;2001;170;2868;11088
3556701;2001;793;14313;48742
3556800;2001;248;4249;16074
3556909;2001;65;1366;4946
3556958;2001;23;473;1683
3557006;2001;1685;27605;97223
3557105;2001;976;21882;76581
3557154;2001;24;519;1986
3557204;2001;225;3275;12199
3557303;2001;131;2458;8968
3500000;2002;1221;;
3500105;2002;404;9186;33636
3500204;2002;31;960;3674
3500303;2002;497;7789;28995
3500402;2002;78;1866;7229
3500501;2002;225;4467;16368
3500550;2002;98;1369;5308
3500600;2002;22;535;2049
3500709;2002;552;9061;33006
3500758;2002;74;1014;3902
3500808;2002;33;946;3751
3500907;2002;47;919;3585
3501004;2002;238;4142;15586
3501103;2002;41;1024;4238
3501152;2002;311;4389;15600
3501202;2002;36;1039;4260
3501301;2002;369;6189;22876
3501400;2002;53;863;4213
3501509;2002;26;724;2870
3501608;2002;2632;54535;188246
3501707;2002;485;8355;29412
3501806;2002;64;1479;5638
3501905;2002;817;16873;61561
3502002;2002;52;953;3705
3502101;2002;744;15175;55322
3502200;2002;387;5247;19940
3502309;2002;85;1191;4738
3502408;2002;46;916;3483
3502507;2002;497;9978;34888
3502606;2002;62;1248;4865
3502705;2002;535;7022;26980
3502754;2002;311;3367;12248
3502804;2002;2215;49754;172010
3502903;2002;343;5681;21260
3503000;2002;46;1328;4845
3503109;2002;100;1593;6120
3503158;2002;26;669;2609
3503208;2002;2301;53805;187484
3503307;2002;1475;30062;106956
3503356;2002;19;532;2125
3503406;2002;99;1848;7368
3503505;2002;67;908;3622
3503604;2002;204;2723;10396
3503703;2002;104;2053;7677
3503802;2002;555;10176;35281
3503901;2002;1272;18097;62253
3503950;2002;24;472;1867
3504008;2002;1157;25145;88853
3504107;2002;2025;32038;114490
3504206;2002;181;3760;13670
3504305;2002;68;1182;4669
3504404;2002;145;2401;9338
3504503;2002;1206;21165;77727
3504602;2002;157;3454;12128
3504701;2002;13;408;1787
3504800;2002;75;2033;7512
3504909;2002;171;2586;9854
3505005;2002;35;698;2869
3505104;2002;94;1534;5986
3505203;2002;415;7468;28975
3505302;2002;456;10136;35480
3505351;2002;92;1120;4939
3505401;2002;152;1833;8059
3505500;2002;1441;29493;105548
3505609;2002;471;6949;25016
3505708;2002;5252;64963;214563
3505807;2002;349;5662;20613
3505906;2002;704;14248;52206
3506003;2002;4842;91887;321811
3506102;2002;1032;20768;75075
3506201;2002;30;632;2438
3506300;2002;161;2684;10748
3506359;2002;820;9249;33108
3506409;2002;70;1726;6285
3506508;2002;1294;28437;97156
3506607;2002;456;6641;25462
3506706;2002;236;3409;12822
3506805;2002;140;2612;9705
3506904;2002;123;1891;7816
3507001;2002;610;10262;36985
3507100;2002;277;4008;14544
3507159;2002;99;807;3291
3507209;2002;4;209;802
3507308;2002;66;978;3837
3507407;2002;183;3614;13482
3507456;2002;33;512;1995
3507506;2002;1785;31283;112058
3507605;2002;2170;36252;129462
3507704;2002;45;1158;4494
3507753;2002;28;632;2366
3507803;2002;261;4827;17946
3507902;2002;294;5120;19381
3508009;2002;448;4480;17783
3508108;2002;199;3832;14177
3508207;2002;53;1010;3748
3508306;2002;79;1202;4624
3508405;2002;661;9562;34708
3508504;2002;1244;22162;77951
3508603;2002;451;7691;27859
3508702;2002;301;4568;18521
3508801;2002;207;4239;15982
3508900;2002;41;1032;4081
3509007;2002;1268;21794;73994
3509106;2002;71;1103;4366
3509205;2002;1075;15408;53303
3509254;2002;577;7418;29165
3509304;2002;139;2428;9309
3509403;2002;358;5574;21313
3509452;2002;94;1343;5285
3509502;2002;14054;292844;991678
3509601;2002;1139;18999;65744
3509700;2002;921;12867;45101
3509809;2002;63;1041;4243
3509908;2002;237;3054;12322
3509957;2002;64;974;3759
3510005;2002;396;7946;29455
3510104;2002;26;683;2628
3510153;2002;103;953;3678
3510203;2002;928;12386;46953
3510302;2002;277;3865;14925
3510401;2002;737;11835;42852
3510500;2002;1464;22835;83164
3510609;2002;6719;105242;349418
3510708;2002;158;3008;11708
3510807;2002;396;6771;27073
3510906;2002;33;722;2865
3511003;2002;240;4158;15548
3511102;2002;1266;29935;107234
3511201;2002;85;1849;6676
3511300;2002;70;1839;6942
3511409;2002;279;4117;15657
3511508;2002;419;9005;31503
3511607;2002;161;3470;13395
3511706;2002;188;3594;13451
3511904;2002;77;1501;5718
3512001;2002;245;4571;16811
3512100;2002;99;1587;5948
3512209;2002;450;6206;23235
3512308;2002;233;3856;15115
3512407;2002;285;5059;18274
3512506;2002;39;1263;4583
3512605;2002;75;1365;5496
3512704;2002;31;979;3822
3512803;2002;822;13440;47164
3512902;2002;88;1847;7355
3513009;2002;3415;47389;159287
3513108;2002;451;7923;29062
3513207;2002;103;1763;6785
3513306;2002;25;715;2558
3513405;2002;1199;20908;74308
3513504;2002;2154;32241;110638
3513603;2002;384;5831;22981
3513702;2002;391;8044;29372
3513801;2002;7518;111742;363782
3513850;2002;16;405;1645
3513900;2002;171;3184;11905
3514007;2002;120;1920;7190
3514106;2002;363;5983;22906
3514205;2002;21;525;2136
3514304;2002;105;2260;8607
3514403;2002;489;11342;41119
3514502;2002;183;3331;12474
3514601;2002;89;1864;6691
3514700;2002;94;1763;6766
3514809;2002;338;3339;14325
3514908;2002;232;3797;14266
3514924;2002;30;703;2687
3514957;2002;28;642;2464
3515004;2002;4579;64609;213885
3515103;2002;1066;16276;58072
3515129;2002;37;779;2926
3515152;2002;197;3080;11097
3515186;2002;572;11229;40950
3515194;2002;60;990;3789
3515202;2002;119;2196;8264
3515301;2002;30;680;2641
3515350;2002;159;2630;10110
3515400;2002;198;3934;15086
3515509;2002;744;17409;62377
3515608;2002;45;1423;5447
3515657;2002;18;358;1452
3515707;2002;3027;43103;147609
3515806;2002;24;514;2100
3515905;2002;30;826;3197
3516002;2002;159;2873;11471
3516101;2002;44;848;3079
3516200;2002;5052;83500;294336
3516309;2002;2998;38989;137564
3516408;2002;2227;31252;112807
3516507;2002;26;718;2724
3516606;2002;82;1958;7724
3516705;2002;653;11731;43335
3516804;2002;54;974;3695
3516853;2002;68;1071;4181
3516903;2002;114;2916;10804
3517000;2002;143;2430;10459
3517109;2002;63;1153;4451
3517208;2002;133;2566;9507
3517307;2002;98;1371;5281
3517406;2002;536;9843;35146
3517505;2002;186;4122;14789
3517604;2002;435;4810;19512
3517703;2002;316;5157;19096
3517802;2002;113;2333;8844
3517901;2002;134;2340;9047
3518008;2002;22;516;2001
3518107;2002;96;1659;6355
3518206;2002;365;8071;29276
3518305;2002;440;6128;22722
3518404;2002;1705;30217;106115
3518503;2002;136;2735;11075
3518602;2002;521;8912;31959
3518701;2002;5004;78500;270289
3518800;2002;21777;327291;1102463
3518859;2002;96;1673;6499
3518909;2002;65;1147;4394
3519006;2002;111;2159;8144
3519055;2002;156;2337;8007
3519071;2002;2639;46752;160221
3519105;2002;121;2259;8616
3519204;2002;73;1772;6721
3519253;2002;53;869;3705
3519303;2002;450;7478;27264
3519402;2002;97;2547;9711
3519501;2002;82;1488;5883
3519600;2002;661;13402;47872
3519709;2002;1352;17363;65923
3519808;2002;115;1854;6905
3519907;2002;86;1916;7344
3520004;2002;350;6493;22786
3520103;2002;376;7211;26277
3520202;2002;143;2225;8436
3520301;2002;525;6919;27871
3520400;2002;448;6209;22236
3520426;2002;111;1871;7118
3520442;2002;261;7261;24265
3520509;2002;2574;45462;157439
3520608;2002;62;1286;4920
3520707;2002;41;1052;4056
3520806;2002;39;884;3376
3520905;2002;216;3351;12812
3521002;2002;302;5155;20250
3521101;2002;69;1225;4660
3521150;2002;37;959;3666
3521200;2002;64;1060;4519
3521309;2002;224;3356;12300
3521408;2002;201;4630;16339
3521507;2002;93;1772;6782
3521606;2002;74;1821;7541
3521705;2002;330;4877;18785
3521804;2002;370;5718;21598
3521903;2002;170;3839;14289
3522000;2002;33;687;2754
3522109;2002;1381;19810;74913
3522158;2002;52;743;3256
3522208;2002;3597;39727;135072
3522307;2002;2403;35043;129592
3522406;2002;1770;23031;84365
3522505;2002;3694;48872;169666
3522604;2002;846;17416;64477
3522653;2002;78;839;3664
3522703;2002;483;10303;38257
3522802;2002;252;3737;14428
3522901;2002;166;2793;10705
3523008;2002;36;990;3926
3523107;2002;5943;80922;282680
3523206;2002;961;12476;47050
3523305;2002;175;3450;13961
3523404;2002;1323;24344;85216
3523503;2002;318;4158;15946
3523602;2002;188;3115;13404
3523701;2002;86;1382;5533
3523800;2002;124;1923;7517
3523909;2002;2447;39538;139174
3524006;2002;475;8437;29599
3524105;2002;591;10157;36827
3524204;2002;96;1650;6442
3524303;2002;1030;19220;68385
3524402;2002;3331;56689;195541
3524501;2002;55;1212;4416
3524600;2002;278;4383;17096
3524709;2002;578;9373;32408
3524808;2002;572;13128;46428
3524907;2002;69;1088;4276
